citing_paper_id,cited_paper_id,citing_title,cited_title,citing_year,cited_year,resolution_method
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Sequence variants in SLC16A11 are a common risk factor for type 2 diabetes in Mexico,2014,2013,unresolved
10.1038_nature12961,10.1038_nature12886,The genomic landscape of Neanderthal ancestry in present-day humans.,The complete genome sequence of a Neandertal from the Altai Mountains,2014,2013,exact_doi
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,"Genome-wide scan of 29,141 African Americans finds no evidence of selection since admixture",2014,2013,unresolved
10.1038_nature12961,pmid_23410836,The genomic landscape of Neanderthal ancestry in present-day humans.,Higher Levels of Neanderthal Ancestry in East Asians than in Europeans,2014,2013,exact_pmid
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Neandertal origin of genetic variation at the cluster of OAS immunity genes.,2014,2013,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,"An integrated map of genetic variation from 1,092 human genomes",2014,2012,unresolved
10.1038_nature12961,pmid_22936568,The genomic landscape of Neanderthal ancestry in present-day humans.,A High-Coverage Genome Sequence from an Archaic Denisovan Individual,2014,2012,exact_pmid
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,"The GENCODE v7 catalog of human long noncoding RNAs: Analysis of their gene structure, evolution, and expression",2014,2012,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,A haplotype at STAT2 Introgressed from neanderthals and serves as a candidate of positive selection in Papua New Guinea.,2014,2012,unresolved
10.1038_nature12961,pmid_23055938,The genomic landscape of Neanderthal ancestry in present-day humans.,The Date of Interbreeding between Neandertals and Modern Humans,2014,2012,exact_pmid
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Evolutionary history and adaptation from high-coverage whole-genome sequences of diverse African hunter-gatherers.,2014,2012,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Population Genetics Models of Local Ancestry,2014,2012,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Integrating diverse genomic data using gene sets,2014,2011,unresolved
10.1038_nature12961,pmid_21868630,The genomic landscape of Neanderthal ancestry in present-day humans.,The Shaping of Modern Human Immune Systems by Multiregional Admixture with Archaic Humans,2014,2011,exact_pmid
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,An X-linked haplotype of Neandertal origin is present among all non-African populations.,2014,2011,unresolved
10.1038_nature12961,pmid_21179161,The genomic landscape of Neanderthal ancestry in present-day humans.,Genetic history of an archaic hominin group from Denisova Cave in Siberia,2014,2010,exact_pmid
10.1038_nature12961,10.1126_science.1188021,The genomic landscape of Neanderthal ancestry in present-day humans.,A Draft Sequence of the Neandertal Genome,2014,2010,exact_doi
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,The consensus coding sequence (CCDS) project: Identifying a common protein-coding gene set for the human and mouse genom,2014,2009,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Widespread Genomic Signatures of Natural Selection in Hominid Evolution,2014,2009,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Enredo and Pecan: genome-wide mammalian consistency-based multiple alignment with paralogs.,2014,2008,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,A Complex Genetic Basis to X-Linked Hybrid Male Sterility Between Two Species of House Mice,2014,2008,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Sex chromosomes and speciation in Drosophila.,2014,2008,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Measurement of the human allele frequency spectrum demonstrates greater genetic drift in East Asians than in Europeans,2014,2007,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,FUNC: a package for detecting significant associations between gene sets and ontological annotations,2014,2007,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,msHOT: modifying Hudson's ms simulator to incorporate crossover and gene conversion hotspots,2014,2007,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,A Fine-Scale Map of Recombination Rates and Hotspots Across the Human Genome,2014,2005,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Generating samples under a Wright-Fisher neutral model of genetic variation,2014,2002,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Wavelet Methods for Time Series Analysis,2014,2001,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Conditional Random Fields: Probabilistic Models for Segmenting and Labeling Sequence Data,2014,2001,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,THE EVOLUTION OF POSTZYGOTIC ISOLATION: ACCUMULATING DOBZHANSKY‐MULLER INCOMPATIBILITIES,2014,2001,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Gene Ontology: tool for the unification of biology,2014,2000,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Representations of quasi-Newton matrices and their use in limited memory methods,2014,1994,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Evolution of Postmating Reproductive Isolation: The Composite Nature of Haldane's Rule and Its Genetic Bases,2014,1993,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,ABRUPT CLINE FOR SEX CHROMOSOMES IN A HYBRID ZONE BETWEEN TWO SPECIES OF MICE,2014,1992,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,The Jackknife and the Bootstrap for General Stationary Observations,2014,1989,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Speciation and Its Consequences,2014,1989,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Neanderthal Ancestry Estimator White paper 23-05,2014,2011,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Introduction to Statistical Relational Learning,2014,2007,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Kavanagh for help with Extended Data Fig. 2. We are grateful for support from the Presidential Innovation Fund of the Ma,2014,,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,wrote the manuscript with help from all co-authors,2014,,unresolved
10.1038_nature12961,,The genomic landscape of Neanderthal ancestry in present-day humans.,Supplementary Information is available in the online version of the paper,2014,,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Inconsistencies in Neanderthal genomic DNA sequences.,2009,2007,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Whole-genome shotgun sequencing of mitochondria from ancient hair shafts.,2009,2007,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Genetic analyses from ancient DNA.,2009,2004,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Multiplex amplification of the mammoth mitochondrial genome and the evolution of Elephantidae.,2009,2005,unresolved
pmid_20028723,pmid_18692465,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,A complete Neandertal mitochondrial genome sequence determined by high-throughput sequencing.,2009,2008,exact_pmid
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Characterization of genetic miscoding lesions caused by postmortem damage.,2009,2002,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Primer extension capture: targeted sequence retrieval from heavily degraded DNA sources.,2009,2009,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Nuclear gene indicates coat-color polymorphism in mammoths.,2009,2006,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,A novel CpG island set identifies tissue-specific methylation at developmental gene loci.,2009,2008,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Patterns of nucleotide misincorporations during enzymatic amplification and direct large-scale sequencing of ancient DNA,2009,2006,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Optimization of 454 sequencing library preparation from small amounts of DNA permits sequence determination of both DNA ,2009,2009,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,"DNA methylation profiling of human chromosomes 6, 20 and 22.",2009,2006,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Analysis of one million base pairs of Neanderthal DNA.,2009,2006,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Improved base calling for the Illumina Genome Analyzer using machine learning strategies.,2009,2009,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,The Neandertal genome and ancient DNA authenticity.,2009,2009,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Solexa Ltd.,2009,2004,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Novel thermostable Y-family polymerases: applications for the PCR amplification of damaged or ancient DNAs.,2009,2006,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Recharacterization of ancient DNA miscoding lesions: insights in the era of sequencing-by-synthesis.,2009,2006,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Methods for generating shotgun and mixed shotgun/paired-end libraries for the 454 DNA sequencer.,2009,2009,unresolved
pmid_20028723,pmid_11726688,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,DNA sequences from multiple amplifications reveal artifacts induced by cytosine deamination in ancient DNA.,2009,2001,exact_pmid
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Characterization of Escherichia coli endonuclease VIII.,2009,1997,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Proboscidean mitogenomics: chronology and mode of elephant evolution using mastodon as outgroup.,2009,2007,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Minimizing DNA contamination by using UNG-coupled quantitative real-time PCR on degraded DNA samples: application to anc,2009,2005,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Single nucleotide polymorphisms and recombination rate in humans.,2009,2001,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,"Revisiting Neandertal diversity with a 100,000 year old mtDNA sequence.",2009,2006,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Metagenomics to paleogenomics: large-scale sequencing of mammoth DNA.,2009,2005,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,DNA N-glycosidases: properties of uracil-DNA glycosidase from Escherichia coli.,2009,1977,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Sequencing and analysis of Neanderthal genomic DNA.,2009,2006,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Continuous base identification for single-molecule nanopore DNA sequencing.,2009,2009,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Genome sequencing in microfabricated high-density picolitre reactors.,2009,2005,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Ancient DNA extraction from bones and teeth.,2009,2007,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,The rate of hydrolytic deamination of 5-methylcytosine in double-stranded DNA.,2009,1994,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,"Ancient DNA: extraction, characterization, molecular cloning, and enzymatic amplification.",2009,1989,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,CpG islands in vertebrate genomes.,2009,1987,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Novel high-resolution characterization of ancient DNA reveals C > U-type base modification events as the sole cause of p,2009,2007,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,From micrograms to picograms: quantitative PCR reduces the material demands of high-throughput sequencing.,2009,2007,unresolved
pmid_20028723,pmid_19608918,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Targeted retrieval and analysis of five Neandertal mtDNA genomes.,2009,2009,exact_pmid
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Heat-induced deamination of cytosine residues in deoxyribonucleic acid.,2009,1974,unresolved
pmid_20028723,,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,DNA damage and DNA sequence retrieval from ancient tissues.,2009,1996,unresolved
pmid_20028723,pmid_17715061,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,Patterns of damage in genomic DNA sequences from a Neandertal.,2009,2007,exact_pmid
pmid_22936568,pmid_20448178,A high-coverage genome sequence from an archaic Denisovan individual.,A draft sequence of the Neandertal genome.,2012,2010,exact_pmid
pmid_22936568,pmid_21179161,A high-coverage genome sequence from an archaic Denisovan individual.,Genetic history of an archaic hominin group from Denisova Cave in Siberia.,2012,2010,exact_pmid
pmid_22936568,pmid_19805257,A high-coverage genome sequence from an archaic Denisovan individual.,Out of Africa: modern human origins special feature: the origin of Neandertals.,2012,2009,exact_pmid
pmid_22936568,pmid_20336068,A high-coverage genome sequence from an archaic Denisovan individual.,The complete mitochondrial DNA genome of an unknown hominin from southern Siberia.,2012,2010,exact_pmid
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Paleoanthropology. Who were the Denisovans?,2012,2011,unresolved
pmid_22936568,pmid_21944045,A high-coverage genome sequence from an archaic Denisovan individual.,Denisova admixture and the first modern human dispersals into Southeast Asia and Oceania.,2012,2011,exact_pmid
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Targeted investigation of the Neandertal genome by array-based sequence capture.,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,,2012,,unresolved
pmid_22936568,pmid_17715061,A high-coverage genome sequence from an archaic Denisovan individual.,Patterns of damage in genomic DNA sequences from a Neandertal.,2012,2007,exact_pmid
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,True single-molecule DNA sequencing of a pleistocene horse bone.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Double indexing overcomes inaccuracies in multiplex sequencing on the Illumina platform.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Fast and accurate short read alignment with Burrows-Wheeler transform.,2012,2009,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The Genome Analysis Toolkit: a MapReduce framework for analyzing next-generation DNA sequencing data.,2012,2010,unresolved
pmid_22936568,pmid_18692465,A high-coverage genome sequence from an archaic Denisovan individual.,A complete Neandertal mitochondrial genome sequence determined by high-throughput sequencing.,2012,2008,exact_pmid
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The genomic record of Humankind's evolutionary roots.,2012,1999,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Inference of population splits and mixtures from genome-wide allele frequency data,2012,2012,unresolved
pmid_22936568,pmid_22042846,A high-coverage genome sequence from an archaic Denisovan individual.,Archaic human ancestry in East Asia.,2012,2011,exact_pmid
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Strong reproductive isolation between humans and Neanderthals inferred from observed patterns of introgression.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Gene flow and species delimitation.,2012,2009,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Two rules of speciation,2012,1989,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Studies of three Amerindian populations using nuclear DNA polymorphisms.,2012,1991,unresolved
pmid_22936568,pmid_21753753,A high-coverage genome sequence from an archaic Denisovan individual.,Inference of human population history from individual whole-genome sequences.,2012,2011,exact_pmid
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Variation in genome-wide mutation rates within and between human families.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Predicting homo pigmentation phenotype through genomic data: From neanderthal to James Watson,2012,2012,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Origin of human chromosome 2: an ancestral telomere-telomere fusion.,2012,1991,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,A map of human genome variation from population-scale sequencing.,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,A functional genetic link between distinct developmental language disorders.,2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,A humanized version of Foxp2 affects cortico-basal ganglia circuits in mice.,2012,2009,unresolved
pmid_22936568,pmid_20028723,A high-coverage genome sequence from an archaic Denisovan individual.,Removal of deaminated cytosines and detection of in vivo methylation in ancient DNA.,2012,2009,exact_pmid
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Ancient DNA extraction from bones and teeth.,2012,2007,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Genome sequencing in microfabricated high-density picolitre reactors.,2012,2005,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Accurate whole human genome sequencing using reversible terminator chemistry.,2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Isolation and characterization of a thermostable RNA ligase 1 from a Thermus scotoductus bacteriophage TS2126 with good ,2012,2005,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Structure-independent and quantitative ligation of single-stranded DNA.,2012,2005,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Illumina sequencing library preparation for highly multiplexed target capture and sequencing,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,From micrograms to picograms: quantitative PCR reduces the material demands of high-throughput sequencing.,2012,2007,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Length and GC-biases during sequencing library amplification: a comparison of various polymerase-buffer systems with anc,2012,2012,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Specificities and kinetics of uracil excision from uracil-containing DNA oligomers by Escherichia coli uracil DNA glycos,2012,1991,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"A complete mtDNA genome of an early modern human from Kostenki, Russia.",2012,2009,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Temporal patterns of nucleotide misincorporations and DNA fragmentation in ancient DNA.,2012,2012,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Characterization of Escherichia coli endonuclease VIII.,2012,1997,unresolved
pmid_22936568,pmid_19608918,A high-coverage genome sequence from an archaic Denisovan individual.,Targeted retrieval and analysis of five Neandertal mtDNA genomes.,2012,2009,exact_pmid
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Improved base calling for the Illumina Genome Analyzer using machine learning strategies.,2012,2009,unresolved
pmid_22936568,pmid_22237537,A high-coverage genome sequence from an archaic Denisovan individual.,Analysis of high-throughput ancient DNA sequencing data.,2012,2012,exact_pmid
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The Sequence Alignment/Map format and SAMtools.,2012,2009,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,A human genome diversity cell line panel.,2012,2002,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"Cost-effective, high-throughput DNA sequencing libraries for multiplexed target capture.",2012,2012,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Enredo and Pecan: genome-wide mammalian consistency-based multiple alignment with paralogs.,2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Genome-wide nucleotide-level mammalian ancestor reconstruction.,2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Widespread genomic signatures of natural selection in hominid evolution.,2012,2009,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Genomic signatures of germline gene expression.,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The UCSC Genome Browser database: update 2011.,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"Evolutionarily conserved elements in vertebrate, insect, worm, and yeast genomes.",2012,2005,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,ENCODE whole-genome data in the UCSC Genome Browser: update 2012.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Ultrafast and memory-efficient alignment of short DNA sequences to the human genome.,2012,2009,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Instability and decay of the primary structure of DNA.,2012,1993,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Variation in the mutation rate across mammalian genomes.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Doubts about complex speciation between humans and chimpanzees.,2012,2009,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Insights into hominid evolution from the gorilla genome sequence.,2012,2012,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Strong male-driven evolution of DNA sequences in humans and apes.,2012,2002,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Population size changes reshape genomic patterns of diversity.,2012,2007,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The impact of recombination on nucleotide substitutions in the human genome.,2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Measurement of the human allele frequency spectrum demonstrates greater genetic drift in East Asians than in Europeans.,2012,2007,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Detecting ancient admixture and estimating demographic parameters in multiple human populations.,2012,2009,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Calibrating a coalescent simulation of human genome sequence variation.,2012,2005,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,High-resolution U-series dates from the Sima de los Huesos hominids yields 600(−66)(+infinity) kyrs: implications for th,2012,2007,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The status of Homo heidelbergensis (Schoetensack 1908).,2012,2012,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Delete-m jackknife for unequal m,2012,1999,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Testing for ancient admixture between closely related populations.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"The history of African gene flow into Southern Europeans, Levantines, and Jews.",2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Genetic evidence for a higher female migration rate in humans.,2012,1998,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Independent histories of human Y chromosomes from Melanesia and Australia.,2012,2000,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Sex-biased migration in humans: what should we expect from genetic data?,2012,2006,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,ABRUPT CLINE FOR SEX CHROMOSOMES IN A HYBRID ZONE BETWEEN TWO SPECIES OF MICE.,2012,1992,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Genetic evidence for complex speciation of humans and chimpanzees.,2012,2006,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The ratio of human X chromosome to autosome diversity is positively correlated with genetic distance from genes.,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Analyses of X-linked and autosomal genetic variation in population-scale whole genome sequencing.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Recent segmental duplications in the human genome.,2012,2002,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Personalized copy number and segmental duplication maps using next-generation sequencing.,2012,2009,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Diversity of human copy number variation and multicopy genes.,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Origins and functional impact of copy number variation in the human genome.,2012,2009,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Initial sequence of the chimpanzee genome and comparison with the human genome.,2012,2005,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The bonobo genome compared with the chimpanzee and human genomes.,2012,2012,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Gorilla genome structural variation reveals evolutionary parallelisms with chimpanzee.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Comparative and demographic analysis of orang-utan genomes.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,A single SNP in an evolutionary conserved region within intron 86 of the HERC2 gene determines human blue-brown eye colo,2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Blue eye color in humans may be caused by a perfectly associated founder mutation in a regulatory element located within,2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"Inversion, duplication, and changes in gene context are associated with human chromosome 18 evolution.",2012,2004,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Segmental duplication associated with the human-specific inversion of chromosome 18: a further example of the impact of ,2012,2004,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The origin of man: a chromosomal pictorial legacy.,2012,1982,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,mlRho - a program for estimating the population mutation and recombination rates from shotgun-sequenced diploid genomes.,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The UCSC Genome Browser Database: 2008 update.,2012,2007,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Detecting autozygosity through runs of homozygosity: a comparison of three autozygosity detection algorithms.,2012,2011,unresolved
pmid_22936568,pmid_21085596,A high-coverage genome sequence from an archaic Denisovan individual.,Genomic runs of homozygosity record population history and consanguinity.,2012,2010,exact_pmid
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"A statistical framework for SNP calling, mutation discovery, association mapping and population genetical parameter esti",2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Classic selective sweeps were rare in recent human evolution.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Natural selection affects multiple aspects of genetic variation at putatively neutral sites across the human genome.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,A method and server for predicting damaging missense mutations.,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Evolutionary and biomedical insights from the rhesus macaque genome.,2012,2007,unresolved
